exp_name,model0_acc,model1_acc,geometric_acc,prediction_acc,naive_acc,geometric_gain,geometric_gain_%,prediction_gain,prediction_gain_%,relative_loss_wrt_prediction,geometric_time,act_bug,act_num_samples,activation_histograms,activation_mode,activation_seed,activation_time,alpha,baseroot,batch_size_test,batch_size_train,center_acts,choice,cifar_init_lr,cifar_style_data,ckpt_type,clip_gm,clip_max,clip_min,config,config_dir,config_file,correction,csv_dir,dataset,debug,deprecated,deterministic,diff_init,disable_bias,dist_epochs,dist_normalize,dump_final_models,dump_model,enable_dropout,ensemble_step,eval_aligned,exact,experiment_name,geom_ensemble_type,gpu_id,gromov,gromov_loss,ground_metric,ground_metric_eff,ground_metric_normalize,handle_skips,importance,learning_rate,load_models,log_interval,model_name,momentum,n_epochs,no_random_trainloaders,normalize_acts,normalize_wts,not_squared,num_hidden_nodes,num_hidden_nodes1,num_hidden_nodes2,num_hidden_nodes3,num_hidden_nodes4,num_models,options_type,params_geometric,params_model_0,params_model_1,partial_reshape,partition_dataloader,partition_type,past_correction,personal_class_idx,personal_split_frac,pool_acts,pool_relu,prediction_wts,prelu_acts,print_distances,proper_marginals,prune_frac,prune_type,recheck_acc,recheck_cifar,reg,reg_m,reinit_trainloaders,result_dir,retrain,retrain_avg_only,retrain_geometric_only,retrain_lr_decay,retrain_lr_decay_epochs,retrain_lr_decay_factor,retrain_seed,rootdir,same_model,save_result_file,second_config,second_model_name,sinkhorn_type,skip_last_layer,skip_last_layer_type,skip_personal_idx,skip_retrain,softmax_temperature,standardize_acts,sweep_id,sweep_name,temperature,tensorboard,tensorboard_root,timestamp,tmap_stats,to_download,trace_sum_ratio_classifier.weight,trace_sum_ratio_features.0.weight,trace_sum_ratio_features.11.weight,trace_sum_ratio_features.13.weight,trace_sum_ratio_features.16.weight,trace_sum_ratio_features.18.weight,trace_sum_ratio_features.3.weight,trace_sum_ratio_features.6.weight,trace_sum_ratio_features.8.weight,transform_acts,unbalanced,update_acts,weight_stats,width_ratio
exp_vgg11_structured_pruned_30_retrained,90.30999821424489,90.4999980330467,62.11,72.55,19.94,-28.389998033046695,-31.370164254235554,-17.949998033046697,-19.834252401300752,11.535911852934802,12.207713860087097,False,100,False,,21,3.085192292928696e-05,0.7,/home/thmeier/otfusion,1000,64,False,0 2 4 6 8,0.05,False,best,False,5,0,"{'dataset': 'Cifar10', 'model': 'vgg11_nobias', 'optimizer': 'SGD', 'optimizer_decay_at_epochs': [30, 60, 90, 120, 150, 180, 210, 240, 270], 'optimizer_decay_with_factor': 2.0, 'optimizer_learning_rate': 0.05, 'optimizer_momentum': 0.9, 'optimizer_weight_decay': 0.0005, 'batch_size': 128, 'num_epochs': 300, 'seed': 42}",/home/thmeier/otfusion/exp_vgg11_structured_pruned_30_retrained/configurations,,True,/home/thmeier/otfusion/exp_vgg11_structured_pruned_30_retrained/csv,Cifar10,False,,False,False,True,60,False,False,False,False,0.5,False,True,vgg11_structured_pruned_30_retrained,wts,0,False,square_loss,euclidean,True,none,False,,0.01,./cifar_models/,100,vgg11_nobias,0.5,300,False,False,False,True,400,400,200,100,50,2,generic,9222848,9222848,9222848,False,-1,labels,True,9,0.1,False,False,False,True,False,False,0.3,structured,False,True,0.01,0.001,False,/home/thmeier/otfusion/exp_vgg11_structured_pruned_30_retrained/results,0,False,False,-1,,,-1,/home/thmeier/otfusion/exp_vgg11_structured_pruned_30_retrained,-1,sample_vgg11_structured_pruned_30_retrained.csv,"{'dataset': 'Cifar10', 'model': 'vgg11_nobias', 'optimizer': 'SGD', 'optimizer_decay_at_epochs': [30, 60, 90, 120, 150, 180, 210, 240, 270], 'optimizer_decay_with_factor': 2.0, 'optimizer_learning_rate': 0.05, 'optimizer_momentum': 0.9, 'optimizer_weight_decay': 0.0005, 'batch_size': 128, 'num_epochs': 300, 'seed': 42}",,normal,False,average,False,-1,1,False,90,exp_vgg11_structured_pruned_30_retrained,20,False,./tensorboard,2024-01-06_00-23-14_463311,False,False,1.0,0.03125,0.001953125,0.0,0.005859374534338713,0.001953125,0.0390625,0.0,0.011718750931322575,False,False,False,True,1
