exp_name,model0_acc,model1_acc,geometric_acc,prediction_acc,naive_acc,geometric_gain,geometric_gain_%,prediction_gain,prediction_gain_%,relative_loss_wrt_prediction,geometric_time,retrain_geometric_best,retrain_naive_best,retrain_model0_best,retrain_model1_best,retrain_epochs,act_bug,act_num_samples,activation_histograms,activation_mode,activation_seed,activation_time,alpha,baseroot,batch_size_test,batch_size_train,center_acts,choice,cifar_init_lr,cifar_style_data,ckpt_type,clip_gm,clip_max,clip_min,config,config_dir,config_file,correction,csv_dir,dataset,debug,deprecated,deterministic,diff_init,disable_bias,dist_epochs,dist_normalize,dump_final_models,dump_model,enable_dropout,ensemble_step,eval_aligned,exact,experiment_name,geom_ensemble_type,gpu_id,gromov,gromov_loss,ground_metric,ground_metric_eff,ground_metric_normalize,handle_skips,importance,learning_rate,load_models,log_interval,model_name,momentum,n_epochs,no_random_trainloaders,normalize_acts,normalize_wts,not_squared,num_hidden_nodes,num_hidden_nodes1,num_hidden_nodes2,num_hidden_nodes3,num_hidden_nodes4,num_models,num_personal_idx,options_type,params_geometric,params_model_0,params_model_1,partial_reshape,partition_dataloader,partition_type,past_correction,personal_class_idx,personal_split_frac,pool_acts,pool_relu,prediction_wts,prelu_acts,print_distances,proper_marginals,prune,prune_frac,prune_type,recheck_acc,recheck_cifar,reg,reg_m,reinit_trainloaders,result_dir,retrain,retrain_avg_only,retrain_geometric_only,retrain_lr_decay,retrain_lr_decay_epochs,retrain_lr_decay_factor,retrain_seed,rootdir,same_model,save_result_file,second_config,second_model_name,sinkhorn_type,skip_last_layer,skip_last_layer_type,skip_personal_idx,skip_retrain,softmax_temperature,standardize_acts,sweep_id,sweep_name,temperature,tensorboard,tensorboard_root,timestamp,tmap_stats,to_download,trace_sum_ratio_conv1.weight,trace_sum_ratio_layer1.0.conv1.weight,trace_sum_ratio_layer1.0.conv2.weight,trace_sum_ratio_layer1.1.conv1.weight,trace_sum_ratio_layer1.1.conv2.weight,trace_sum_ratio_layer2.0.conv1.weight,trace_sum_ratio_layer2.0.conv2.weight,trace_sum_ratio_layer2.0.shortcut.0.weight,trace_sum_ratio_layer2.1.conv1.weight,trace_sum_ratio_layer2.1.conv2.weight,trace_sum_ratio_layer3.0.conv1.weight,trace_sum_ratio_layer3.0.conv2.weight,trace_sum_ratio_layer3.0.shortcut.0.weight,trace_sum_ratio_layer3.1.conv1.weight,trace_sum_ratio_layer3.1.conv2.weight,trace_sum_ratio_layer4.0.conv1.weight,trace_sum_ratio_layer4.0.conv2.weight,trace_sum_ratio_layer4.0.shortcut.0.weight,trace_sum_ratio_layer4.1.conv1.weight,trace_sum_ratio_layer4.1.conv2.weight,trace_sum_ratio_linear.weight,transform_acts,unbalanced,update_acts,weight_stats,width_ratio
exp_cifar10_resnet18_nobias_nobn_unstructured_pruning_30,93.10999816656113,93.19999837875366,68.88,93.87,19.17,-24.319998378753667,-26.094419315245155,0.6700016212463424,0.7188858722116452,26.8133051874568,11.78515576897189,0.9369999867677686,-1,-1,-1,300,False,200,True,raw,21,4.427792550995946,0.7,/home/gvignen/otfusion,1000,64,False,0 2 4 6 8,0.1,False,best,False,5,0,"{'dataset': 'Cifar10', 'model': 'resnet18_nobias_nobn', 'optimizer': 'SGD', 'optimizer_decay_at_epochs': [150, 250], 'optimizer_decay_with_factor': 10.0, 'optimizer_learning_rate': 0.1, 'optimizer_momentum': 0.9, 'optimizer_weight_decay': 0.0001, 'batch_size': 256, 'num_epochs': 300, 'seed': 42, 'nick': 'geometric_21', 'start_acc': 68.88}",/home/gvignen/otfusion/exp_cifar10_resnet18_nobias_nobn_unstructured_pruning_30/configurations,,True,/home/gvignen/otfusion/exp_cifar10_resnet18_nobias_nobn_unstructured_pruning_30/csv,Cifar10,False,,False,False,True,60,False,False,False,False,0.5,False,True,cifar10_resnet18_nobias_nobn_unstructured_pruning_30,acts,0,False,square_loss,euclidean,True,none,True,,0.01,./resnet_models/,100,resnet18_nobias_nobn,0.5,300,False,False,False,True,400,400,200,100,50,2,25,generic,11164352,11164352,11164352,False,-1,labels,True,9,0.1,False,False,False,True,False,False,True,0.3,unstructured,True,True,0.01,0.001,False,/home/gvignen/otfusion/exp_cifar10_resnet18_nobias_nobn_unstructured_pruning_30/results,300,False,True,-1,,,-1,/home/gvignen/otfusion/exp_cifar10_resnet18_nobias_nobn_unstructured_pruning_30,-1,sample_cifar10_resnet18_nobias_nobn_unstructured_pruning_30.csv,"{'dataset': 'Cifar10', 'model': 'resnet18_nobias_nobn', 'optimizer': 'SGD', 'optimizer_decay_at_epochs': [150, 250], 'optimizer_decay_with_factor': 10.0, 'optimizer_learning_rate': 0.1, 'optimizer_momentum': 0.9, 'optimizer_weight_decay': 0.0001, 'batch_size': 256, 'num_epochs': 300, 'seed': 42, 'nick': 'geometric_21', 'start_acc': 68.88}",,normal,False,average,False,-1,1,False,90,exp_cifar10_resnet18_nobias_nobn_unstructured_pruning_30,20,False,./tensorboard,2024-01-06_19-44-44_583055,False,True,0.0625,0.015625,0.03125,0.0,0.03125,0.0078125,0.02343750186264515,0.015625,0.015625,0.015625,0.0078125,0.011718750931322575,0.00390625,0.0,0.00390625,0.0,0.001953125,0.001953125,0.0,0.00390625,1.0,False,False,False,True,1
